,resultId,name,driverRef,constructorRef,Outcome,Bin,CL_Outcome,CL_Bin
833,24198,Abu Dhabi Grand Prix,gasly,toro_rosso,0,4,34,4
817,24199,Abu Dhabi Grand Prix,ocon,force_india,0,4,18,4
823,24200,Abu Dhabi Grand Prix,ericsson,sauber,0,4,24,4
806,24201,Abu Dhabi Grand Prix,raikkonen,ferrari,0,4,7,3
819,24202,Abu Dhabi Grand Prix,hulkenberg,renault,0,4,20,4
5,24203,Australian Grand Prix,bottas,mercedes,1,1,6,2
1,24204,Australian Grand Prix,hamilton,mercedes,2,1,2,1
9,24205,Australian Grand Prix,max_verstappen,red_bull,3,1,10,3
4,24206,Australian Grand Prix,vettel,ferrari,4,2,5,2
11,24207,Australian Grand Prix,leclerc,ferrari,5,2,12,4
12,24208,Australian Grand Prix,kevin_magnussen,haas,6,2,13,4
20,24209,Australian Grand Prix,hulkenberg,renault,7,3,21,4
14,24210,Australian Grand Prix,raikkonen,alfa,8,3,15,4
30,24211,Australian Grand Prix,stroll,racing_point,9,3,31,4
29,24212,Australian Grand Prix,kvyat,toro_rosso,10,3,30,4
33,24213,Australian Grand Prix,gasly,red_bull,11,4,34,4
16,24214,Australian Grand Prix,norris,mclaren,12,4,17,4
19,24215,Australian Grand Prix,perez,racing_point,13,4,20,4
25,24216,Australian Grand Prix,albon,toro_rosso,14,4,26,4
26,24217,Australian Grand Prix,giovinazzi,alfa,15,4,27,4
38,24218,Australian Grand Prix,russell,williams,16,4,39,4
36,24219,Australian Grand Prix,kubica,williams,17,4,37,4
7,24220,Australian Grand Prix,grosjean,haas,0,4,8,3
23,24221,Australian Grand Prix,ricciardo,renault,0,4,24,4
35,24222,Australian Grand Prix,sainz,mclaren,0,4,36,4
43,24223,Bahrain Grand Prix,hamilton,mercedes,1,1,4,2
46,24224,Bahrain Grand Prix,bottas,mercedes,2,1,7,3
44,24225,Bahrain Grand Prix,leclerc,ferrari,3,1,5,2
48,24226,Bahrain Grand Prix,max_verstappen,red_bull,4,2,9,3
41,24227,Bahrain Grand Prix,vettel,ferrari,5,2,2,1
58,24228,Bahrain Grand Prix,norris,mclaren,6,2,19,4
52,24229,Bahrain Grand Prix,raikkonen,alfa,7,3,13,4
65,24230,Bahrain Grand Prix,gasly,red_bull,8,3,26,4
64,24231,Bahrain Grand Prix,albon,toro_rosso,9,3,25,4
66,24232,Bahrain Grand Prix,perez,racing_point,10,3,27,4
71,24233,Bahrain Grand Prix,giovinazzi,alfa,11,4,32,4
69,24234,Bahrain Grand Prix,kvyat,toro_rosso,12,4,30,4
50,24235,Bahrain Grand Prix,kevin_magnussen,haas,13,4,11,4
74,24236,Bahrain Grand Prix,stroll,racing_point,14,4,35,4
77,24237,Bahrain Grand Prix,russell,williams,15,4,38,4
76,24238,Bahrain Grand Prix,kubica,williams,16,4,37,4
72,24239,Bahrain Grand Prix,hulkenberg,renault,0,4,33,4
59,24240,Bahrain Grand Prix,ricciardo,renault,0,4,20,4
55,24241,Bahrain Grand Prix,sainz,mclaren,0,4,16,4
57,24242,Bahrain Grand Prix,grosjean,haas,0,4,18,4
81,24243,Chinese Grand Prix,hamilton,mercedes,1,1,2,1
84,24244,Chinese Grand Prix,bottas,mercedes,2,1,5,2
85,24245,Chinese Grand Prix,vettel,ferrari,3,1,6,2
89,24246,Chinese Grand Prix,max_verstappen,red_bull,4,2,10,3
88,24247,Chinese Grand Prix,leclerc,ferrari,5,2,9,3
92,24248,Chinese Grand Prix,gasly,red_bull,6,2,13,4
94,24249,Chinese Grand Prix,ricciardo,renault,7,3,15,4
105,24250,Chinese Grand Prix,perez,racing_point,8,3,26,4
102,24251,Chinese Grand Prix,raikkonen,alfa,9,3,23,4
82,24252,Chinese Grand Prix,albon,toro_rosso,10,3,3,1
95,24253,Chinese Grand Prix,grosjean,haas,11,4,16,4
111,24254,Chinese Grand Prix,stroll,racing_point,12,4,32,4
99,24255,Chinese Grand Prix,kevin_magnussen,haas,13,4,20,4
107,24256,Chinese Grand Prix,sainz,mclaren,14,4,28,4
117,24257,Chinese Grand Prix,giovinazzi,alfa,15,4,38,4
115,24258,Chinese Grand Prix,russell,williams,16,4,36,4
113,24259,Chinese Grand Prix,kubica,williams,17,4,34,4
110,24260,Chinese Grand Prix,norris,mclaren,18,4,31,4
103,24261,Chinese Grand Prix,kvyat,toro_rosso,0,4,24,4
97,24262,Chinese Grand Prix,hulkenberg,renault,0,4,18,4
126,24263,Azerbaijan Grand Prix,bottas,mercedes,1,1,7,3
124,24264,Azerbaijan Grand Prix,hamilton,mercedes,2,1,5,2
127,24265,Azerbaijan Grand Prix,vettel,ferrari,3,1,8,3
130,24266,Azerbaijan Grand Prix,max_verstappen,red_bull,4,2,11,4
138,24267,Azerbaijan Grand Prix,leclerc,ferrari,5,2,19,4
132,24268,Azerbaijan Grand Prix,perez,racing_point,6,2,13,4
140,24269,Azerbaijan Grand Prix,sainz,mclaren,7,3,21,4
136,24270,Azerbaijan Grand Prix,norris,mclaren,8,3,17,4
148,24271,Azerbaijan Grand Prix,stroll,racing_point,9,3,29,4
120,24272,Azerbaijan Grand Prix,raikkonen,alfa,10,3,1,1
145,24273,Azerbaijan Grand Prix,albon,toro_rosso,11,4,26,4
155,24274,Azerbaijan Grand Prix,giovinazzi,alfa,12,4,36,4
146,24275,Azerbaijan Grand Prix,kevin_magnussen,haas,13,4,27,4
152,24276,Azerbaijan Grand Prix,hulkenberg,renault,14,4,33,4
154,24277,Azerbaijan Grand Prix,russell,williams,15,4,35,4
121,24278,Azerbaijan Grand Prix,kubica,williams,16,4,2,1
125,24279,Azerbaijan Grand Prix,gasly,red_bull,0,4,6,2
147,24280,Azerbaijan Grand Prix,grosjean,haas,0,4,28,4
134,24281,Azerbaijan Grand Prix,kvyat,toro_rosso,0,4,15,4
141,24282,Azerbaijan Grand Prix,ricciardo,renault,0,4,22,4
161,24283,Spanish Grand Prix,hamilton,mercedes,1,1,2,1
163,24284,Spanish Grand Prix,bottas,mercedes,2,1,4,2
168,24285,Spanish Grand Prix,max_verstappen,red_bull,3,1,9,3
165,24286,Spanish Grand Prix,vettel,ferrari,4,2,6,2
171,24287,Spanish Grand Prix,leclerc,ferrari,5,2,12,4
173,24288,Spanish Grand Prix,gasly,red_bull,6,2,14,4
176,24289,Spanish Grand Prix,kevin_magnussen,haas,7,3,17,4
185,24290,Spanish Grand Prix,sainz,mclaren,8,3,26,4
179,24291,Spanish Grand Prix,kvyat,toro_rosso,9,3,20,4
169,24292,Spanish Grand Prix,grosjean,haas,10,3,10,3
182,24293,Spanish Grand Prix,albon,toro_rosso,11,4,23,4
187,24294,Spanish Grand Prix,ricciardo,renault,12,4,28,4
162,24295,Spanish Grand Prix,hulkenberg,renault,13,4,3,1
183,24296,Spanish Grand Prix,raikkonen,alfa,14,4,24,4
189,24297,Spanish Grand Prix,perez,racing_point,15,4,30,4
195,24298,Spanish Grand Prix,giovinazzi,alfa,16,4,36,4
198,24299,Spanish Grand Prix,russell,williams,17,4,39,4
191,24300,Spanish Grand Prix,kubica,williams,18,4,32,4
192,24301,Spanish Grand Prix,stroll,racing_point,0,4,33,4
180,24302,Spanish Grand Prix,norris,mclaren,0,4,21,4
200,24306,Monaco Grand Prix,hamilton,mercedes,1,1,1,1
205,24307,Monaco Grand Prix,vettel,ferrari,2,1,6,2
204,24308,Monaco Grand Prix,bottas,mercedes,3,1,5,2
207,24309,Monaco Grand Prix,max_verstappen,red_bull,4,2,8,3
214,24310,Monaco Grand Prix,gasly,red_bull,5,2,15,4
216,24311,Monaco Grand Prix,sainz,mclaren,6,2,17,4
213,24312,Monaco Grand Prix,kvyat,toro_rosso,7,3,14,4
218,24313,Monaco Grand Prix,albon,toro_rosso,8,3,19,4
211,24314,Monaco Grand Prix,ricciardo,renault,9,3,12,4
220,24315,Monaco Grand Prix,grosjean,haas,10,3,21,4
224,24316,Monaco Grand Prix,norris,mclaren,11,4,25,4
208,24317,Monaco Grand Prix,kevin_magnussen,haas,14,4,9,3
230,24318,Monaco Grand Prix,perez,racing_point,12,4,31,4
221,24319,Monaco Grand Prix,hulkenberg,renault,13,4,22,4
238,24320,Monaco Grand Prix,russell,williams,15,4,39,4
233,24321,Monaco Grand Prix,stroll,racing_point,16,4,34,4
223,24322,Monaco Grand Prix,raikkonen,alfa,17,4,24,4
236,24323,Monaco Grand Prix,kubica,williams,18,4,37,4
235,24324,Monaco Grand Prix,giovinazzi,alfa,19,4,36,4
228,24325,Monaco Grand Prix,leclerc,ferrari,0,4,29,4
243,24326,Canadian Grand Prix,hamilton,mercedes,1,1,4,2
240,24327,Canadian Grand Prix,vettel,ferrari,2,1,1,1
247,24328,Canadian Grand Prix,leclerc,ferrari,3,1,8,3
251,24329,Canadian Grand Prix,bottas,mercedes,4,2,12,4
257,24330,Canadian Grand Prix,max_verstappen,red_bull,5,2,18,4
249,24331,Canadian Grand Prix,ricciardo,renault,6,2,10,3
253,24332,Canadian Grand Prix,hulkenberg,renault,7,3,14,4
250,24333,Canadian Grand Prix,gasly,red_bull,8,3,11,4
273,24334,Canadian Grand Prix,stroll,racing_point,9,3,34,4
260,24335,Canadian Grand Prix,kvyat,toro_rosso,10,3,21,4
262,24336,Canadian Grand Prix,sainz,mclaren,11,4,23,4
270,24337,Canadian Grand Prix,perez,racing_point,12,4,31,4
263,24338,Canadian Grand Prix,giovinazzi,alfa,13,4,24,4
264,24339,Canadian Grand Prix,grosjean,haas,14,4,25,4
269,24340,Canadian Grand Prix,raikkonen,alfa,15,4,30,4
277,24341,Canadian Grand Prix,russell,williams,16,4,38,4
242,24342,Canadian Grand Prix,kevin_magnussen,haas,17,4,3,1
275,24343,Canadian Grand Prix,kubica,williams,18,4,36,4
268,24344,Canadian Grand Prix,albon,toro_rosso,0,4,29,4
256,24345,Canadian Grand Prix,norris,mclaren,0,4,17,4
281,24346,French Grand Prix,hamilton,mercedes,1,1,2,1
284,24347,French Grand Prix,bottas,mercedes,2,1,5,2
285,24348,French Grand Prix,leclerc,ferrari,3,1,6,2
287,24349,French Grand Prix,max_verstappen,red_bull,4,2,8,3
291,24350,French Grand Prix,vettel,ferrari,5,2,12,4
292,24351,French Grand Prix,sainz,mclaren,6,2,13,4
300,24352,French Grand Prix,raikkonen,alfa,7,3,21,4
305,24353,French Grand Prix,hulkenberg,renault,8,3,26,4
290,24354,French Grand Prix,norris,mclaren,9,3,11,4
298,24355,French Grand Prix,gasly,red_bull,10,3,19,4
296,24356,French Grand Prix,ricciardo,renault,11,4,17,4
306,24357,French Grand Prix,perez,racing_point,12,4,27,4
313,24358,French Grand Prix,stroll,racing_point,13,4,34,4
317,24359,French Grand Prix,kvyat,toro_rosso,14,4,38,4
302,24360,French Grand Prix,albon,toro_rosso,15,4,23,4
299,24361,French Grand Prix,giovinazzi,alfa,16,4,20,4
310,24362,French Grand Prix,kevin_magnussen,haas,17,4,31,4
312,24363,French Grand Prix,kubica,williams,18,4,33,4
319,24364,French Grand Prix,russell,williams,19,4,40,4
307,24365,French Grand Prix,grosjean,haas,20,4,28,4
326,24366,Austrian Grand Prix,max_verstappen,red_bull,1,1,7,3
323,24367,Austrian Grand Prix,leclerc,ferrari,2,1,4,2
327,24368,Austrian Grand Prix,bottas,mercedes,3,1,8,3
335,24369,Austrian Grand Prix,vettel,ferrari,4,2,16,4
325,24370,Austrian Grand Prix,hamilton,mercedes,5,2,6,2
332,24371,Austrian Grand Prix,norris,mclaren,6,2,13,4
337,24372,Austrian Grand Prix,gasly,red_bull,7,3,18,4
358,24373,Austrian Grand Prix,sainz,mclaren,8,3,39,4
330,24374,Austrian Grand Prix,raikkonen,alfa,9,3,11,4
333,24375,Austrian Grand Prix,giovinazzi,alfa,10,3,14,4
346,24376,Austrian Grand Prix,perez,racing_point,11,4,27,4
344,24377,Austrian Grand Prix,ricciardo,renault,12,4,25,4
349,24378,Austrian Grand Prix,hulkenberg,renault,13,4,30,4
347,24379,Austrian Grand Prix,stroll,racing_point,14,4,28,4
356,24380,Austrian Grand Prix,albon,toro_rosso,15,4,37,4
338,24381,Austrian Grand Prix,grosjean,haas,16,4,19,4
353,24382,Austrian Grand Prix,kvyat,toro_rosso,17,4,34,4
321,24383,Austrian Grand Prix,russell,williams,18,4,2,1
340,24384,Austrian Grand Prix,kevin_magnussen,haas,19,4,21,4
351,24385,Austrian Grand Prix,kubica,williams,20,4,32,4
361,24386,British Grand Prix,hamilton,mercedes,1,1,2,1
364,24387,British Grand Prix,bottas,mercedes,2,1,5,2
366,24388,British Grand Prix,leclerc,ferrari,3,1,7,3
371,24389,British Grand Prix,gasly,red_bull,4,2,12,4
368,24390,British Grand Prix,max_verstappen,red_bull,5,2,9,3
387,24391,British Grand Prix,sainz,mclaren,6,2,28,4
375,24392,British Grand Prix,ricciardo,renault,7,3,16,4
380,24393,British Grand Prix,raikkonen,alfa,8,3,21,4
393,24394,British Grand Prix,kvyat,toro_rosso,9,3,34,4
379,24395,British Grand Prix,hulkenberg,renault,10,3,20,4
376,24396,British Grand Prix,norris,mclaren,11,4,17,4
378,24397,British Grand Prix,albon,toro_rosso,12,4,19,4
395,24398,British Grand Prix,stroll,racing_point,13,4,36,4
398,24399,British Grand Prix,russell,williams,14,4,39,4
397,24400,British Grand Prix,kubica,williams,15,4,38,4
369,24401,British Grand Prix,vettel,ferrari,16,4,10,3
389,24402,British Grand Prix,perez,racing_point,17,4,30,4
382,24403,British Grand Prix,giovinazzi,alfa,0,4,23,4
385,24404,British Grand Prix,grosjean,haas,0,4,26,4
391,24405,British Grand Prix,kevin_magnussen,haas,0,4,32,4
404,24406,German Grand Prix,max_verstappen,red_bull,1,1,5,2
436,24407,German Grand Prix,vettel,ferrari,2,1,37,4
427,24408,German Grand Prix,kvyat,toro_rosso,3,1,28,4
428,24409,German Grand Prix,stroll,racing_point,4,2,29,4
413,24410,German Grand Prix,sainz,mclaren,5,2,14,4
431,24411,German Grand Prix,albon,toro_rosso,6,2,32,4
408,24412,German Grand Prix,grosjean,haas,7,3,9,3
422,24413,German Grand Prix,kevin_magnussen,haas,8,3,23,4
400,24414,German Grand Prix,hamilton,mercedes,9,3,1,1
432,24415,German Grand Prix,kubica,williams,10,3,33,4
434,24416,German Grand Prix,russell,williams,11,4,35,4
406,24417,German Grand Prix,raikkonen,alfa,12,4,7,3
421,24418,German Grand Prix,giovinazzi,alfa,13,4,22,4
410,24419,German Grand Prix,gasly,red_bull,14,4,11,4
405,24420,German Grand Prix,bottas,mercedes,0,4,6,2
416,24421,German Grand Prix,hulkenberg,renault,0,4,17,4
420,24422,German Grand Prix,leclerc,ferrari,0,4,21,4
438,24423,German Grand Prix,norris,mclaren,0,4,39,4
426,24424,German Grand Prix,ricciardo,renault,0,4,27,4
414,24425,German Grand Prix,perez,racing_point,0,4,15,4
441,24426,Hungarian Grand Prix,hamilton,mercedes,1,1,2,1
442,24427,Hungarian Grand Prix,max_verstappen,red_bull,2,1,3,1
447,24428,Hungarian Grand Prix,vettel,ferrari,3,1,8,3
448,24429,Hungarian Grand Prix,leclerc,ferrari,4,2,9,3
457,24430,Hungarian Grand Prix,sainz,mclaren,5,2,18,4
450,24431,Hungarian Grand Prix,gasly,red_bull,6,2,11,4
456,24432,Hungarian Grand Prix,raikkonen,alfa,7,3,17,4
444,24433,Hungarian Grand Prix,bottas,mercedes,8,3,5,2
454,24434,Hungarian Grand Prix,norris,mclaren,9,3,15,4
463,24435,Hungarian Grand Prix,albon,toro_rosso,10,3,24,4
470,24436,Hungarian Grand Prix,perez,racing_point,11,4,31,4
461,24437,Hungarian Grand Prix,hulkenberg,renault,12,4,22,4
466,24438,Hungarian Grand Prix,kevin_magnussen,haas,13,4,27,4
478,24439,Hungarian Grand Prix,ricciardo,renault,14,4,39,4
464,24440,Hungarian Grand Prix,kvyat,toro_rosso,15,4,25,4
468,24441,Hungarian Grand Prix,russell,williams,16,4,29,4
475,24442,Hungarian Grand Prix,stroll,racing_point,17,4,36,4
472,24443,Hungarian Grand Prix,giovinazzi,alfa,18,4,33,4
474,24444,Hungarian Grand Prix,kubica,williams,19,4,35,4
452,24445,Hungarian Grand Prix,grosjean,haas,0,4,13,4
485,24446,Belgian Grand Prix,leclerc,ferrari,1,1,6,2
484,24447,Belgian Grand Prix,hamilton,mercedes,2,1,5,2
488,24448,Belgian Grand Prix,bottas,mercedes,3,1,9,3
482,24449,Belgian Grand Prix,vettel,ferrari,4,2,3,1
513,24450,Belgian Grand Prix,albon,red_bull,5,2,34,4
493,24451,Belgian Grand Prix,perez,racing_point,6,2,14,4
518,24452,Belgian Grand Prix,kvyat,toro_rosso,7,3,39,4
503,24453,Belgian Grand Prix,hulkenberg,renault,8,3,24,4
505,24454,Belgian Grand Prix,gasly,toro_rosso,9,3,26,4
511,24455,Belgian Grand Prix,stroll,racing_point,10,3,32,4
501,24456,Belgian Grand Prix,norris,mclaren,11,4,22,4
496,24457,Belgian Grand Prix,kevin_magnussen,haas,12,4,17,4
494,24458,Belgian Grand Prix,grosjean,haas,13,4,15,4
499,24459,Belgian Grand Prix,ricciardo,renault,14,4,20,4
508,24460,Belgian Grand Prix,russell,williams,15,4,29,4
489,24461,Belgian Grand Prix,raikkonen,alfa,16,4,10,3
480,24462,Belgian Grand Prix,kubica,williams,17,4,1,1
515,24463,Belgian Grand Prix,giovinazzi,alfa,18,4,36,4
510,24464,Belgian Grand Prix,sainz,mclaren,0,4,31,4
492,24465,Belgian Grand Prix,max_verstappen,red_bull,0,4,13,4
525,24466,Italian Grand Prix,leclerc,ferrari,1,1,6,2
527,24467,Italian Grand Prix,bottas,mercedes,2,1,8,3
522,24468,Italian Grand Prix,hamilton,mercedes,3,1,3,1
530,24469,Italian Grand Prix,ricciardo,renault,4,2,11,4
532,24470,Italian Grand Prix,hulkenberg,renault,5,2,13,4
535,24471,Italian Grand Prix,albon,red_bull,6,2,16,4
555,24472,Italian Grand Prix,perez,racing_point,7,3,36,4
557,24473,Italian Grand Prix,max_verstappen,red_bull,8,3,38,4
539,24474,Italian Grand Prix,giovinazzi,alfa,9,3,20,4
551,24475,Italian Grand Prix,norris,mclaren,10,3,32,4
553,24476,Italian Grand Prix,gasly,toro_rosso,11,4,34,4
537,24477,Italian Grand Prix,stroll,racing_point,12,4,18,4
526,24478,Italian Grand Prix,vettel,ferrari,13,4,7,3
549,24479,Italian Grand Prix,russell,williams,14,4,30,4
520,24480,Italian Grand Prix,raikkonen,alfa,15,4,1,1
543,24481,Italian Grand Prix,grosjean,haas,16,4,24,4
547,24482,Italian Grand Prix,kubica,williams,17,4,28,4
541,24483,Italian Grand Prix,kevin_magnussen,haas,0,4,22,4
545,24484,Italian Grand Prix,kvyat,toro_rosso,0,4,26,4
533,24485,Italian Grand Prix,sainz,mclaren,0,4,14,4
563,24486,Singapore Grand Prix,vettel,ferrari,1,1,4,2
562,24487,Singapore Grand Prix,leclerc,ferrari,2,1,3,1
568,24488,Singapore Grand Prix,max_verstappen,red_bull,3,1,9,3
561,24489,Singapore Grand Prix,hamilton,mercedes,4,2,2,1
569,24490,Singapore Grand Prix,bottas,mercedes,5,2,10,3
572,24491,Singapore Grand Prix,albon,red_bull,6,2,13,4
577,24492,Singapore Grand Prix,norris,mclaren,7,3,18,4
582,24493,Singapore Grand Prix,gasly,toro_rosso,8,3,23,4
575,24494,Singapore Grand Prix,hulkenberg,renault,9,3,16,4
579,24495,Singapore Grand Prix,giovinazzi,alfa,10,3,20,4
589,24496,Singapore Grand Prix,grosjean,haas,11,4,30,4
574,24497,Singapore Grand Prix,sainz,mclaren,12,4,15,4
592,24498,Singapore Grand Prix,stroll,racing_point,13,4,33,4
598,24499,Singapore Grand Prix,ricciardo,renault,14,4,39,4
587,24500,Singapore Grand Prix,kvyat,toro_rosso,15,4,28,4
594,24501,Singapore Grand Prix,kubica,williams,16,4,35,4
584,24502,Singapore Grand Prix,kevin_magnussen,haas,17,4,25,4
581,24503,Singapore Grand Prix,raikkonen,alfa,0,4,22,4
588,24504,Singapore Grand Prix,perez,racing_point,0,4,29,4
596,24505,Singapore Grand Prix,russell,williams,0,4,37,4
600,24506,Russian Grand Prix,hamilton,mercedes,1,1,1,1
608,24507,Russian Grand Prix,bottas,mercedes,2,1,9,3
604,24508,Russian Grand Prix,leclerc,ferrari,3,1,5,2
618,24509,Russian Grand Prix,max_verstappen,red_bull,4,2,19,4
602,24510,Russian Grand Prix,albon,red_bull,5,2,3,1
610,24511,Russian Grand Prix,sainz,mclaren,6,2,11,4
621,24512,Russian Grand Prix,perez,racing_point,7,3,22,4
615,24513,Russian Grand Prix,norris,mclaren,8,3,16,4
625,24514,Russian Grand Prix,kevin_magnussen,haas,9,3,26,4
612,24515,Russian Grand Prix,hulkenberg,renault,10,3,13,4
628,24516,Russian Grand Prix,stroll,racing_point,11,4,29,4
637,24517,Russian Grand Prix,kvyat,toro_rosso,12,4,38,4
626,24518,Russian Grand Prix,raikkonen,alfa,13,4,27,4
632,24519,Russian Grand Prix,gasly,toro_rosso,14,4,33,4
623,24520,Russian Grand Prix,giovinazzi,alfa,15,4,24,4
633,24521,Russian Grand Prix,kubica,williams,0,4,34,4
634,24522,Russian Grand Prix,russell,williams,0,4,35,4
605,24523,Russian Grand Prix,vettel,ferrari,0,4,6,2
619,24524,Russian Grand Prix,ricciardo,renault,0,4,20,4
611,24525,Russian Grand Prix,grosjean,haas,0,4,12,4
647,24526,Japanese Grand Prix,bottas,mercedes,1,1,8,3
642,24527,Japanese Grand Prix,vettel,ferrari,2,1,3,1
644,24528,Japanese Grand Prix,hamilton,mercedes,3,1,5,2
651,24529,Japanese Grand Prix,albon,red_bull,4,2,12,4
654,24530,Japanese Grand Prix,sainz,mclaren,5,2,15,4
645,24531,Japanese Grand Prix,leclerc,ferrari,6,2,6,2
659,24532,Japanese Grand Prix,gasly,toro_rosso,7,3,20,4
674,24533,Japanese Grand Prix,perez,racing_point,8,3,35,4
664,24534,Japanese Grand Prix,stroll,racing_point,9,3,25,4
667,24535,Japanese Grand Prix,kvyat,toro_rosso,10,3,28,4
657,24536,Japanese Grand Prix,norris,mclaren,11,4,18,4
662,24537,Japanese Grand Prix,raikkonen,alfa,12,4,23,4
656,24538,Japanese Grand Prix,grosjean,haas,13,4,17,4
661,24539,Japanese Grand Prix,giovinazzi,alfa,14,4,22,4
677,24540,Japanese Grand Prix,kevin_magnussen,haas,15,4,38,4
676,24541,Japanese Grand Prix,russell,williams,16,4,37,4
640,24542,Japanese Grand Prix,kubica,williams,16,4,1,1
650,24543,Japanese Grand Prix,max_verstappen,red_bull,0,4,11,4
671,24544,Japanese Grand Prix,ricciardo,renault,0,4,32,4
669,24545,Japanese Grand Prix,hulkenberg,renault,0,4,30,4
683,24546,Mexican Grand Prix,hamilton,mercedes,1,1,4,2
682,24547,Mexican Grand Prix,vettel,ferrari,2,1,3,1
690,24548,Mexican Grand Prix,bottas,mercedes,3,1,11,4
684,24549,Mexican Grand Prix,leclerc,ferrari,4,2,5,2
689,24550,Mexican Grand Prix,albon,red_bull,5,2,10,3
688,24551,Mexican Grand Prix,max_verstappen,red_bull,6,2,9,3
700,24552,Mexican Grand Prix,perez,racing_point,7,3,21,4
706,24553,Mexican Grand Prix,ricciardo,renault,8,3,27,4
699,24554,Mexican Grand Prix,gasly,toro_rosso,9,3,20,4
704,24555,Mexican Grand Prix,hulkenberg,renault,10,3,25,4
696,24556,Mexican Grand Prix,kvyat,toro_rosso,11,4,17,4
710,24557,Mexican Grand Prix,stroll,racing_point,12,4,31,4
694,24558,Mexican Grand Prix,sainz,mclaren,13,4,15,4
708,24559,Mexican Grand Prix,giovinazzi,alfa,14,4,29,4
713,24560,Mexican Grand Prix,kevin_magnussen,haas,15,4,34,4
717,24561,Mexican Grand Prix,russell,williams,16,4,38,4
711,24562,Mexican Grand Prix,grosjean,haas,17,4,32,4
716,24563,Mexican Grand Prix,kubica,williams,18,4,37,4
705,24564,Mexican Grand Prix,raikkonen,alfa,0,4,26,4
695,24565,Mexican Grand Prix,norris,mclaren,0,4,16,4
722,24566,United States Grand Prix,bottas,mercedes,1,1,3,1
727,24567,United States Grand Prix,hamilton,mercedes,2,1,8,3
728,24568,United States Grand Prix,max_verstappen,red_bull,3,1,9,3
729,24569,United States Grand Prix,leclerc,ferrari,4,2,10,3
732,24570,United States Grand Prix,albon,red_bull,5,2,13,4
737,24571,United States Grand Prix,ricciardo,renault,6,2,18,4
735,24572,United States Grand Prix,norris,mclaren,7,3,16,4
733,24573,United States Grand Prix,sainz,mclaren,8,3,14,4
742,24574,United States Grand Prix,hulkenberg,renault,9,3,23,4
720,24575,United States Grand Prix,perez,racing_point,10,3,1,1
750,24576,United States Grand Prix,raikkonen,alfa,11,4,31,4
746,24577,United States Grand Prix,kvyat,toro_rosso,12,4,27,4
748,24578,United States Grand Prix,stroll,racing_point,13,4,29,4
753,24579,United States Grand Prix,giovinazzi,alfa,14,4,34,4
745,24580,United States Grand Prix,grosjean,haas,15,4,26,4
739,24581,United States Grand Prix,gasly,toro_rosso,16,4,20,4
757,24582,United States Grand Prix,russell,williams,17,4,38,4
744,24583,United States Grand Prix,kevin_magnussen,haas,18,4,25,4
755,24584,United States Grand Prix,kubica,williams,0,4,36,4
721,24585,United States Grand Prix,vettel,ferrari,0,4,2,1
764,24586,Brazilian Grand Prix,max_verstappen,red_bull,1,1,5,2
774,24587,Brazilian Grand Prix,gasly,toro_rosso,2,1,15,4
798,24588,Brazilian Grand Prix,sainz,mclaren,3,1,39,4
772,24589,Brazilian Grand Prix,raikkonen,alfa,4,2,13,4
782,24590,Brazilian Grand Prix,giovinazzi,alfa,5,2,23,4
780,24591,Brazilian Grand Prix,ricciardo,renault,6,2,21,4
763,24592,Brazilian Grand Prix,hamilton,mercedes,7,3,4,2
779,24593,Brazilian Grand Prix,norris,mclaren,8,3,20,4
788,24594,Brazilian Grand Prix,perez,racing_point,9,3,29,4
791,24595,Brazilian Grand Prix,kvyat,toro_rosso,10,3,32,4
776,24596,Brazilian Grand Prix,kevin_magnussen,haas,11,4,17,4
795,24597,Brazilian Grand Prix,russell,williams,12,4,36,4
768,24598,Brazilian Grand Prix,grosjean,haas,13,4,9,3
769,24599,Brazilian Grand Prix,albon,red_bull,14,4,10,3
784,24600,Brazilian Grand Prix,hulkenberg,renault,15,4,25,4
794,24601,Brazilian Grand Prix,kubica,williams,16,4,35,4
761,24602,Brazilian Grand Prix,vettel,ferrari,17,4,2,1
786,24603,Brazilian Grand Prix,leclerc,ferrari,18,4,27,4
793,24604,Brazilian Grand Prix,stroll,racing_point,19,4,34,4
767,24605,Brazilian Grand Prix,bottas,mercedes,0,4,8,3
800,24606,Abu Dhabi Grand Prix,hamilton,mercedes,1,1,1,1
804,24607,Abu Dhabi Grand Prix,max_verstappen,red_bull,2,1,5,2
807,24608,Abu Dhabi Grand Prix,leclerc,ferrari,3,1,8,3
838,24609,Abu Dhabi Grand Prix,bottas,mercedes,4,2,39,4
805,24610,Abu Dhabi Grand Prix,vettel,ferrari,5,2,6,2
810,24611,Abu Dhabi Grand Prix,albon,red_bull,6,2,11,4
818,24612,Abu Dhabi Grand Prix,perez,racing_point,7,3,19,4
812,24613,Abu Dhabi Grand Prix,norris,mclaren,8,3,13,4
826,24614,Abu Dhabi Grand Prix,kvyat,toro_rosso,9,3,27,4
814,24615,Abu Dhabi Grand Prix,sainz,mclaren,10,3,15,4
813,24616,Abu Dhabi Grand Prix,ricciardo,renault,11,4,14,4
816,24617,Abu Dhabi Grand Prix,hulkenberg,renault,12,4,17,4
830,24618,Abu Dhabi Grand Prix,raikkonen,alfa,13,4,31,4
828,24619,Abu Dhabi Grand Prix,kevin_magnussen,haas,14,4,29,4
825,24620,Abu Dhabi Grand Prix,grosjean,haas,15,4,26,4
